term,definition,POS,notes
Mineralwasser,"mineral water, carbonated water",n,
Mineralöl,"oil, mineral oil (petroleum product)",n,
Miniatur,miniature,f,
Miniaturbild,thumbnail (a miniature preview of a larger image),n,computing] 
Miniaturporträt,miniature portrait,n,
Minibildchen,a particularly small picture,n,
Minigolf,"minigolf, miniature golf",noun,sports] 
Minikleid,minidress (a short dress),n,
Minikleidchen,diminutive of Minikleid,n,
Minimalismus,minimalism,m,
Minimalist,minimalist,m,
Minimalpaar,minimal pair (pair of words),n,
Minimierung,minimization,f,
Minimum,minimum,n,
Mining,Mining (municipality),prop} {n,
Minirock,miniskirt,m,
Minischwein,minipig,n,
Minister,minister (a person who is commissioned by the government for public service),m,
Ministerin,minister (woman who is commissioned by the government for public service),f,
Ministerium,ministry,n,
Ministerpräsident,"minister-president, prime minister",m,
Ministerpräsidentenkandidat,"prime ministerial candidate, candidate for prime minister, candidate for the office of prime minister",m,
Ministerpräsidentenkandidatin,"prime ministerial candidate, candidate for prime minister, candidate for the office of prime minister (female)",f,
Ministerpräsidentin,prime minister (female),f,
Minivan,a little van; minivan,m,
Mink,American mink (Neovison vison),m,not generally understood] 
Minna,given name,prop,
Minne,"romantic love; courtly love; a kind of chivalrous, serving love by a knight for a noblewoman, generally secret and sometimes adulterous",f/f,"archaic, poetic or humorous]  historical, Middle Ages] "
Minnesang,a form of medieval courtly love song,m,historical] 
Minnesänger,minnesinger,m,
Minrecordit,minrecordite,m,mineral] 
Minsk,Minsk (capital city),prop} {n,
Minus,minus (negative quantity); minus (defect or deficiency); minus (minus sign),n/n/n,mathematics]   colloquial] 
Minuskelschrift,minuscule script,f,
Minuspunkt,"minus point, disadvantage, negative",m,
Minute,minute (unit of time; unit of angle),f,
Minutentakt,minute interval,m,
Minuterie,"time switch, timer",f,
Minze,mint (genus Mentha),f,
Mio,Abbreviation of Million or Millionen,noun,
Mio.,abbreviation of Million or Millionen,noun,
Mira,Mira; given name,prop/prop} {f,star]  
Mirabelle,"mirabelle plum, mirabelle prune",f,
Mirakel,miracle,n,
Mirakelfrucht,miracle berry,f,
Miriam,Miriam; given name,prop} {f/prop} {f,biblical character]  
Mirjam,"Miriam; given name, more often spelled Miriam",prop/prop,biblical character]  
Misanthrop,misanthrope,m,
Mischehe,mixed marriage,f,
Mischelement,Any element that exists in nature as a mixture of isotopes,n,
Mischendorf,Mischendorf (municipality),prop} {n,
Mischkristall,mixed crystal,m,
Mischkunststoff,mixed plastics,m,
Mischling,"hybrid; half-breed, breed (short form); person of mixed race",m/m,"also, biology]  usually, offensive] "
Mischmasch,"mishmash, hotchpotch, hodgepodge",m,
Mischna,Mishna,prop} {f,
Mischoxid,mixed oxide,n,inorganic chemistry] 
Mischpoche,alternative form of Mischpoke,f,
Mischpoke,family; a bunch or group of people,f/f,"colloquial, now, rare]  by extension, colloquial, now, rare] "
Mischpolymerisat,copolymer,n,chemistry] 
Mischpult,"mixing console, mixing desk, soundboard, audio mixer",n,music] 
Mischsalz,mixed salt,n,inorganic chemistry] 
Mischsprache,mixed language,f,linguistics] 
Mischung,"mix, mixture",f,
Mischvolk,"mixed race, mixed ethnicity",n,
Misere,misery,f,
Misogynie,misogyny,f,
Mispel,medlar,f,
Miss,title for a beauty queen,f,
Missachtung,"disregard ([+ genitive] for), flouting ([+ genitive] of); disrespect, disdain",f/f, 
Missbildung,"malformation, deformity",f,
Missbilligung,disapproval,f,
Missbrauch,abuse,m,
Missbraucher,abuser,m,
Misserfolg,failure,m,
Missetat,misdeed,f,
Missetäter,malefactor,m,
Missgeburt,a creature born with severe birth defects / deformities,f,derogatory] 
Missgeschick,mishap,n,
Missgunst,"jealousy, resentment",f,
Missingsch,"Missingsch, a dialect of High German with significant Low German influence",n,
Mission,mission (all senses),f,
Missionar,missionary,m,
Missionarsstellung,missionary position,f,
Missklang,"dissonance, discord",m,
Misskredit,discredit,m,
Missmut,"discontent, moroseness",m,
Missouri,Missouri (state); Missouri (river),prop} {n/prop} {m, 
Missstand,bad state of affairs,m,
Misstrauen,mistrust,n,
Misstrauensvotum,vote of no confidence,n,
Missvergnügen,"displeasure, discontent, dissatisfaction (state of being dissatisfied)",n,
Missverständnis,"misunderstanding, misinterpretation",n,
Mist,"manure (domestic animals’ excrement mixed with hay); crap, bullshit; rubbish, garbage, waste",m/m/m, colloquial]  Austria] 
Mistel,mistletoe,f,
Mistelbach,Mistelbach (municipality); Mistelbach (town),prop} {n/prop} {n, 
Misteldrossel,mistle thrush [Turdus viscivorus],f,
Mistgabel,pitchfork (farm tool with tines),f,
Mistkerl,bastard; swine; nasty guy,m,offensive] 
Mistkäfer,dung beetle,m,
Mistkübel,rubbish bin,m,
Miststück,mean person; bitch (may be male or female),n,offensive] 
Mistwetter,"bad weather, typically rainy and cold",n,colloquial] 
Mitarbeit,"cooperation, collaboration; assistance",f/f, 
Mitarbeiter,"employee; person who works, with others, in a particular business; assistant; person who assists another person in a business",m/m, 
Mitarbeiterin,"associate, employee, colleague (female)",f,
Mitbestimmung,"participation, co-determination",f,
Mitbewohner,"a person living in the same house, room, apartment etc. as oneself; a cohabitor, roommate, roomie, flatmate",m,
Mitbringsel,A small present brought by a guest or someone returning from a journey,n,
Mitbruder,"A brother in the faith, especially a fellow member of the Catholic clergy or a fellow monk; A fellow human being; male in the singular, also generic in the plural",m/m,religion]  chiefly in the plural] 
Mitbürger,fellow citizen,m,
Mitesser,"agent noun of mitessen; blackhead, comedo",m,
Mitfahrgelegenheit,"lift, ride; carpooling (sharing a car journey with someone else)",f/f, 
Mitgefühl,compassion,n,
Mitgift,dowry,f,
Mitglied,member,n,
Mitgliederliste,list of members,f,
Mitgliederversammlung,general assembly (political meeting),f,
Mitgliedorganisation,member organisation (organisation connected to an umbrella organisation),f,
Mitgliedschaft,membership (fact of being a member),f,
Mitgliedsfunktion,member function,f,computing] 
Mitgliedsstaat,member state,m,
Mitgliedstaat,member state,m,
Mitgründer,cofounder,m,
Mithilfe,"help, assistance",f,
Mitknecht,fellow servant,m,
Mitlaut,consonant,m,"phonetics, chiefly restricted to elementary school usage] "
Mitleid,"pity, compassion",n,
Mitläufer,A passive follower; one who is a member of a group but does nothing to further its aims,m,derogatory] 
Mitmensch,"fellow human being, fellow man",m,
Mitochondrienmatrix,mitochondrial matrix,f,
Mitochondrion,alternative spelling of Mitochondrium,noun,
Mitochondrium,mitochondrion (respiratory organelle),n,
Mitose,mitosis (division of a cell nucleus),f,
Mitscherlichit,mitscherlichite,m,mineral] 
Mitschnitt,recording,m,
Mitschrift,"transcript, written record",f,
Mitschuld,complicity,f,
Mitschüler,schoolmate (person who attended school with the subject),m,
Mitsprache,say [ability to influence to a decision],f,
Mitspracherecht,"voice, say [right to influence a decision]",n,
Mitstudent,fellow student (male or of unspecified sex),m,
Mitstudentin,fellow student (female),f,
Mitsubishi,Mitsubishi (company); Mitsubishi (car of that company),prop} {n/m, 
Mittag,"noon, midday, late morning, early afternoon (time from about 11 a.m. to 2 p.m); south (compass point representing 180°); lunch (light meal eaten around midday)",m/m/n," archaic]  somewhat, colloquial] "
Mittagessen,lunch,n,
Mittagsland,south,n,dated] 
Mittagsmahl,luncheon,n,literary] 
Mittagspause,"lunchbreak, lunch hour (A break at work for having lunch, usually at a fixed time around noon and unpaid.)",f,
Mittagsschlaf,afternoon nap,m,
Mittagssonne,"midday sun, noon sun",f,
Mittagszeit,lunchtime,f,
Mitte,middle; center; The most central borough of Berlin,f/f/prop} {n,  
Mitteilung,message (communications: Information which is sent from a source to a receiver),f,
Mittel,"agent, appliance; means; medicament, remedy; (only plural) funds, capital; median; The middle of the 7 traditional sizes of German type, between Cicero and Tertia, standardized as 14 point and taken as roughly equivalent to ""English"" type",n/n/n/n/n/n,"     uncountable, printing, dated] "
Mittelalter,Middle Ages,n,
Mittelaltermarkt,"""medieval market"", partly staged similar to Renaissance fairs",m,
Mittelamerika,Central America (the part of the Americas between North America and South America),prop} {n,
Mittelasien,synonym of Zentralasien,prop} {n,
Mittelbauer,central pawn; mid-size farmer,m/m,chess]  
Mittelberg,surname; Mittelberg (municipality),prop} {n/prop} {n, 
Mitteldeutsch,Central German,prop} {n,
Mittelenglisch,Middle English (the Middle English language),n,
Mitteleuropa,Central Europe,prop} {n,
Mittelfeld,"midfield; the middle, the mediocre area of a range or spectrum",n/n,sports]  
Mittelfeldspieler,midfielder,m,soccer] 
Mittelfeldspielerin,female midfielder,f,soccer] 
Mittelfinger,middle finger,m,
Mittelfranzösisch,Middle French (the Middle French language),n,
Mittelgebirge,low mountain range; German Central Uplands (pl.),n/n, 
Mittelhirn,midbrain,n,
Mittelhochdeutsch,Middle High German,prop} {n,
Mittelirisch,Middle Irish (the Middle Irish language),n,
Mittelklasse,middle class,f,
Mittelkonsole,center console or centre console,f,
Mittellatein,Medieval Latin (language),n,
Mittellauf,middle reaches,m,
Mittellinie,a line through the middle or centre of something; midline; centreline; halfway line,f/f, sports] 
Mittelmaß,mediocrity,n,
Mittelmeer,the Mediterranean Sea,prop} {n,
Mittelmeerraum,Mediterranean area or region,m,
Mittelniederdeutsch,Middle Low German (the Middle Low German language),n,
Mittelniederländisch,Middle Dutch (the Middle Dutch language),n,
Mittelnorwegisch,Middle Norwegian (the Middle Norwegian language),n,
Mittelohr,middle ear,n,
Mittelpersisch,Middle Persian (the Middle Persian language),n,
Mittelpunkt,center,m,
Mittelrhein,Middle Rhine,prop} {m,
Mittelschicht,middle class,f,
Mittelschmerz,Pain felt in the ovary when ovulating,m,
Mittelschule,"middle school, junior high school",f,
Mittelsmann,"middleman, go-between, intermediary, mediator [law], agent (male or of unspecified sex)",m,
Mittelspiel,middlegame,n,board games] 
Mittelstand,"The middle class, wealthy ('bourgeois') section of the third estate; The independent professionals, private initiative, notably tradesmen, entrepreneurs etc",m/m,literally]  
Mittelweg,middle course,m,
Mittelwert,"average, arithmetic mean",m,math] 
Mittelwort,participle,n,grammar] 
Mitternacht,midnight; north,f/f, archaic] 
Mitternachtsblau,midnight blue,n,
Mittersill,Mittersill (municipality),prop} {n,
Mittler,mediator,m,
Mittsommer,midsummer (the period around the summer solstice),m,
Mittwinter,midwinter (the period around the winter solstice),m,
Mittwoch,Wednesday,m,
Mittwochabend,Wednesday evening,m,
Mittwochmittag,Wednesday noon,m,
Mittwochnachmittag,Wednesday afternoon,m,
Mittwochvormittag,Wednesday morning (time before noon),m,
Mittäter,accomplice,m,
Mittäterschaft,complicity,f,
Mitvergangenheit,preterite,f,grammar] 
Mitwelt,contemporary world,f,
Mitwirkung,"Participation, involvement, the quality of being involved; Cooperation",f/f, 
Mitwisser,"conspirator, confidant",m,
Mitwisserin,"feminine noun of Mitwisser, confidante",f,
Mitwisserschaft,"connivance, complicity",f,
Mitwissersein,"connivance, complicity",n,
Mitzi,A High German nickname for Maria,prop,
Mitzwa,mitzvah (any of the 613 commandments of Jewish law),f,
Mix,mix,m,
Mixer,"blender, mixer (kitchen appliance)",m,
Mixtur,mixture,f,medicine] 
Mizzi,A High German nickname for Maria,prop,
Miß,obsolete spelling of Miss,f,
Mißbrauch,alternative spelling of Missbrauch,m,
Mißstand,obsolete spelling of Missstand,m,
Mißtrauen,obsolete spelling of Misstrauen,n,
Mißverständnis,obsolete spelling of Missverständnis,n,
Mißverständniß,obsolete spelling of Missverständnis,n,
Mjollnir,alternative spelling of Mjölnir,prop,
Mjolnir,alternative spelling of Mjölnir,prop,
Mjöllnir,alternative spelling of Mjölnir,prop,
Mjölner,alternative spelling of Mjölnir,prop,
Mjölnir,Mjollnir (Thor's hammer),prop,"Norse mythology, weapons] "
Mo,"abbreviation of Montag ""Monday""",noun,
Mo.,abbreviation of Montag,noun,
Mob,mob (unruly group of people),m,
Mobbing,bullying; mobbing,n/n, 
Mobile,mobile,n,arts] 
Mobilfunk,mobile / cellular telephony,m,
Mobilfunknetz,mobile phone network,n,
Mobiliar,"furnishing, furniture",n,
Mobilisierung,mobilization,f,
Mobilität,mobility,f,
Mobilmachung,mobilization,f,military] 
Mobiltelefon,mobile phone (a portable telephone),n,
Mock-Objekt,mock object,n,"programming, object-oriented] "
Modallogik,modal logic,f,
Modalverb,modal verb,n,
Modalverbum,modal verb,n,grammar] 
Modder,mud,m,"regional, chiefly Northern Germany] "
Mode,"fashion, trend",f,
Modegewürz,allspice (Pimenta dioica),n,
Model,model,n,person who serves as a subject for fashion] 
Model-View-Controller,The model-view-controller,m,"software, design] "
Model-View-Presenter,model-view-presenter,m,software design pattern] 
Modell,A model of an object; A theoretical model,n/n, 
Modell-Präsentation-Steuerung,synonym of Model-View-Controller,f,"software, design] "
Modellorganismus,model organism,m,biology] 
Modem,modem; a device that encodes digital computer signals into analog telephone signals and vice-versa. It allows computers to communicate over a phone line,m} {n,
Moder,a decomposing mass; moldiness; moldy smell,m/m/m,  
Moderator,"moderator (mediator, chairman, web forum administrator); (TV, radio) host [US], presenter [UK]; moderator (substance to decrease the speed of fast neutrons)",m/m/m,  physics] 
Moderne,modernity; modernism; the modern era,f/f/f,  
Modernisierung,modernization,f,
Modernismus,modernism,m,
Modeschmuck,costume jewellery,m,
Modesünde,"fashion faux pas, ""fashion sin""",f,
Modifikation,modification,f,
Modul,module; module,n/m, mathematics] 
Modulator,modulator,m,
Modultest,unit test,m,"software, testing] "
Modus,"mode, mood; mode; mood",m/m/m, music]  grammar] 
Mogadischu,Mogadischu (capital city),prop,
Mogelei,cheating,f,
Mogelpackung,"Deceptive packaging, such as a large container with little content; more generally, an item promoted with misleading advertising; Anything of a deceptive or dubious nature",f/f, by extension] 
Mogersdorf,Mogersdorf (municipality),prop} {n,
Mogul,mogul (rich or powerful person),m,
Mohammed,Muhammad (the prophet of Islam); given name very popular among Muslims,prop} {m/prop} {m, 
Mohammedaner,"""Mohammedan"": Muslim",m,dated] 
Mohar,"foxtail millet, Setaria italica, properly Setaria italica subsp. moharra syn. Setaria italica var. minor, while Tschumise – čumíza, but this is rare in German – is Setaria italica subsp. maxima",n,dated for disuse of object] 
Mohn,poppy (Papaver),m,
Mohnblume,common poppy (Papaver rhoeas),f,
Mohnbrötchen,poppyseed bun,n,
Mohnflesserl,Braided poppy seed bread,n,
Mohnkapsel,poppy seed capsule,f,
Mohnkuchen,"poppyseed cake (cake filled with a mass of poppyseeds and sugar; originally from eastern regions, especially Silesia, but now traditional throughout Germany and Austria)",m,
Mohr,"blackamoor, negro; Moor",m,dated] 
Mohre,obsolete form of Möhre,f,
Mohrenkopf,Chocolate-coated marshmallow treat,m,"now, possibly, offensive] "
Mohrenland,Ethiopia,n,"dated, biblical] "
Mohrin,[female] moor,f,
Mohrrübe,carrot,f,regional] 
Mohs,"surname; Friedrich Mohs, German mineralogist",prop/prop, 
Mohshärte,Mohs scale (of mineral hardness),f,
Moissanit,moissanite,m,mineral] 
Mokassin,moccasin,m,footwear] 
Mokka,Turkish coffee; black coffee,m/m, Austria] 
Mokscha,Moksha (language),m,
Mol,mole (unit of amount),n,"chemistry, physics] "
Molch,newt,m,
Moldau,Moldova (river); Moldova (country); Vltava (river),prop} {f} {n/prop} {f} {n/prop} {f," officialese, Germany, Austria]  "
Moldauisch,Romanian language in Moldova; Moldovan,n,
Moldawien,Moldova (country); Moldavia (historical region between Romania and Moldova),prop} {n/prop} {n,common but unofficial]  
