term,definition,POS,notes
estratificar,to stratify,v,
estratigrafía,stratigraphy,f,geology] 
estratigráficamente,stratigraphically,adv,
estratigráfico,stratigraphic,adj,
estrato,layer; stratum; stratus (cloud); social class in Colombian society,m/m/m,  
estratocúmulo,stratocumulus,m,
estratopausa,stratopause,f,
estratosfera,stratosphere,f,
estratosférico,stratospheric,adj,
estratotipo,stratotype,m,geology] 
estratovolcán,stratovolcano,m,
estratégicamente,strategically,adv,
estratégico,strategic,adj,
estravagante,obsolete spelling of extravagante,adj,
estraño,obsolete spelling of extraño,adj,
estrechamente,narrowly; tightly,adv/adv, 
estrechamiento,narrowing,m,
estrechar,"to narrow (make narrower); to strengthen [relations, etc.]",v/v, 
estrechez,narrowness; close relationship (kinship); close friendship; trouble; a problematic situation,f/f/f/f,   
estrecheza,obsolete spelling of estrechez,f,
estrecho,"narrow; tight; [of a relative] close, kin; [of a relationship] close, intimate, strong; strait",adj/adj/adj/adj/m,    geography] 
estrechísimamente,superlative of estrechamente,adv,
estrechísimo,superlative of estrecho,adj,
estrechón,flapping (of sails or rigging),m,nautical] 
estregar,"to rub, scrub, scour",v,
estrella,"star (celestial body); star (star-shaped thing); star (most important person in e.g. a film); mullet, star",f/f/f/f,   heraldiccharge] 
estrellado,"starry (having stars); shattered, crashed; sunny side up",adj/adj/adj, of glass]  of an egg] 
estrellar,"to smash, shatter; to crash; to come to nothing; stellar; pertaining to stars",v/vp/v/adj, also]   
estrellarse,reflexive of estrellar,v,
estrellato,stardom,m,
estrellazgo,synonym of estrellato,m,
estrellero,"astrologer, astrologist",m,dated] 
estrellino,from the Chilean city of La Estrella,adj,
estrellita,diminutive of estrella,f,
estrellón,car crash; a large star; celebrity (famous individual),m/m/m,Latin America]  astronomy]  
estremecedor,"shocking, earthshaking, chilling, spine-chilling, thrilling, alarming; shuddering, quivering",adj/adj, 
estremecedoramente,"spookily, frighteningly",adv,
estremecer,"to shake, make tremble, make shudder; to thrill; to shudder, to flinch",v/v/vr,  
estremecerse,reflexive of estremecer,v,
estremecimiento,"shudder, shuddering, flinch, trembling, shiver, quivering, quiver; thrill, frisson, tingling; spasm",m/m/m,  
estremo,obsolete spelling of extremo; obsolete spelling of extremo,adj/m, 
estrena,"gift, present given as a token of some pleasure, happiness, or benefit received; premiere",f/f, dated] 
estrenar,to use for the first time; to premiere,v/v, 
estrenarse,"to premiere, to do something for the first time",vr,
estreno,"premiere; the first use/show of something, e.g. a piece of cloths, a car; a first (something that has never happened before)",m/m/m,  
estrepitosamente,"deafeningly; spectacularly, epically",adv/adv, 
estrepitoso,"deafening; enormous, spectacular",adj/adj, 
estrepsirrino,strepsirrhine,m,
estrepsíptero,strepsipteran,m,
estreptococo,streptococcus,m,
estreptocócico,streptococcal,adj,microbiology] 
estreptomicina,streptomycin,f,pharmaceutical drug] 
estresado,stressed,adj,
estresante,"stressful, nerve-racking",adj,
estresar,to stress,vt,
estresor,stressor,m,
estreñido,constipated,adj,
estreñimiento,constipation,m,
estreñir,to constipate; to become constipated,vt/vr, 
estriación,streaking; streaks,f,
estriado,striated,adj,
estriar,to striate,v,
estribación,"spur, ridge, buttress (protruding part of mountains)",f,geography] 
estribar,"to originate with, stem from; to support, lean; to lie, be placed",v/v/v,  
estribera,stirrup; footrest (of a vehicle),f/f, 
estribillista,someone who writes choruses,mf,
estribillo,"refrain, chorus; saying",m/m, 
estribo,stirrup; stapes (bone in the middle ear); footrest; spur,m/m/m/m,equestrianism]  anatomy]   geography] 
estribor,starboard,m,nautical] 
estricnina,strychnine,f,
estrictamente,strictly,adv,
estricto,strict,adj,
estridencia,"stridency, shrillness",f,
estridente,"strident, shrill; loud (sound); loud, flashy (color)",adj/adj, 
estridentismo,stridentism,m,
estridentista,Stridentist,mf,
estridor,stridor,m,
estrigoso,strigose,adj,
estrilda,waxbill,f,
estriptis,alternative form of striptease,m,
estriptís,alternative form of striptease,m,
estro,gadfly; inspiration; estrus,m/m/m,  
estrobilación,strobilation,f,
estroboscópico,stroboscopic,adj,
estrofa,stanza; strophe,f/f, 
estrogénico,estrogenic,adj,
estroma,stroma,m,
estromal,stromal (of or relating to a stroma),adj,anatomy] 
estromatolito,stromatolite,m,
estromboliano,Strombolian,adj,geology] 
estroncianita,strontianite,f,mineral] 
estroncio,strontium,m,
estrongiloidiasis,strongyloidiasis,f,
estropajo,"scourer, scrubbing brush; mop; dishcloth; loofah",m/m/m/m,   
estropajoso,"rough (of a surface); ragged (of a person); tough (of meat, food); difficult to understand; unclear (of speech)",adj/adj/adj/adj,   
estropeado,spoiled; rotten; impaired; ruined; broken,adj/adj/adj/adj/adj,    
estropear,"to ruin, spoil",v,
estropicio,"smashing, devastation; worry, trouble, fracas",m/m, 
estruchar,to break into (a building),v,Latin America] 
estruche,break-in,m,
estructura,structure,f,
estructuración,"structuring, organization",f,
estructurador,structure; structurer,adj/m, 
estructural,structural,adj,
estructuralismo,structuralism,m,
estructuralista,structuralist; structuralist,adj/mf, 
estructuralmente,structurally,adv,
estructurante,structuring,adj,
estructurar,to structure,vt,
estructurista,manufacturer of structures,mf,
estruendo,"racket, din, roar (loud noise)",m,
estruendosamente,loudly,adv,
estruendoso,"thundering, clamoring, roaring, deafening (very loud)",adj,
estrujar,"to press, squeeze [so that liquid comes out]; to squeeze, squeeze tight (hug affectionately)",v/v, colloquial] 
estrujón,"hug, embrace",m,
estrábico,crosseyed; having strabismus,adj/adj, 
estrépito,"noise, clattering",m,
estrés,stress,m,
estría,stretch mark; flute,f/f, architecture] 
estríper,stripper (somene who removes their clothing),mf,
estróbilo,"strobilus, cone",m,botany] 
estrófico,strophic,adj,
estrógeno,estrogen,m,
estuarial,estuarial,adj,
estuarino,estuarian,adj,
estuario,estuary,m,
estucado,stucco (stuccowork),m,
estucar,to stucco,v,
estuche,"jewelry box; case (for delicate tools); case, pencil case, pencil box; case for a single CD (such as a jewel case); love handle, spare tyre [a large paunch and rolls of fat around the thighs]",m/m/m/m/m,"    colloquial, chiefly in the plural] "
estuco,stucco,m,
estudiado,"studied, learned",adj,
estudiantado,student body,m,
estudiante,"student (a person who studies or learns about a particular subject); student (a person who is formally enrolled at a school, university or other educational institution); that studies, who studies",mf/mf/adj,  
estudiantil,related to students,adj,
estudiantillo,diminutive of estudiante,m,
estudiantina,college singing group,f,
estudiar,to study,v,
estudio,study; studio,m/m, 
estudioso,"studious, bookish (given to study)",adj,
estufa,"stove, oven (to heat with)",f,
estulticia,stupidity,f,
estulto,"foolish, dim-witted; fool, dimwit",adj/m,literary]  literary] 
estupa,stupa,f,
estupefacción,astonishment,f,
estupefaciente,narcotic; narcotic (class of drugs),adj/m, 
estupefacto,"stupefied, dumbfounded, astounded, flabbergasted",adj,
estupendamente,"stupendously, fabulously",adv,
estupendo,"stupendous; marvelous, fantastic, great",adj/adj, 
estupidez,"stupidity (the property of being stupid); stupidity, foolishness, silliness, asshattery, arseholery (stupid thing, statement or act)",f/f, 
estupor,stupor; astonishment,m/m, 
estupro,rape; statutory rape,m/m, 
esturión,sturgeon,m,
estándar,standard; standard,adj/m, 
estárter,starter (an electric motor),m,
estática,statics,f,
estáticamente,statically,adv,
estático,static,adj,
estátor,stator,m,
estéreo,stereo; stereo (stereo music device); stereo sound; a unit of volume for wood equivalent to a cubic metre,adj/m/m/m,   obsolete] 
estéricamente,sterically,adv,
estérico,steric,adj,
estéril,"sterile, infertile; fruitless, unproductive",adj/adj, 
estérilmente,sterilely,adv,
estética,"aesthetic; aesthetics; hair salon, beauty shop",f/f/f, philosophy]  Mexico] 
estéticamente,aesthetically,adv,
estéticista,A hair stylist,f,Mexico] 
estético,aesthetic,adj,
estímulo,stimulus,m,
estío,summer,m,"poetic, literary] "
estípite,estipite,m,
estípula,stipule,f,botany] 
estólido,stolid,adj,
estómago,stomach,m,
estúpidamente,stupidly,adv,
estúpido,stupid,adj,
esvástica,swastika,f,
esófago,oesophagus,m,
esópico,Aesopian,adj,
et,ampersand,m,
eta,"eta; the Greek letter Η, η",f,
etambutol,ethambutol,m,pharmaceutical drug] 
etanal,"acetaldehyde, ethanal",m,organic compound] 
etano,ethane,m,organic compound] 
etanoato,ethanoate,m,organic chemistry] 
etanoilo,ethanoyl,m,organic chemistry] 
etanol,ethanol,m,organic compound] 
etanolamina,ethanolamine,f,organic compound] 
etanólico,ethanolic,adj,
etapa,"stage, phase; stage, stops (on a journey); leg (of a race); stage",f/f/f/f,   geology] 
etario,Of the same age,adj,
etarra,Relating to ETA (Euskadi Ta Askatasuna); A member of ETA (Euskadi Ta Askatasuna),adj/mf, 
etc.,abbreviation of etcétera,adv,
etclorvinol,ethchlorvynol,m,
etcétera,"et cetera, and so on; long list",adv/m, 
etenería,heathenry,prop} {f,
etenismo,heathenry,prop} {m,
eteno,ethene,m,organic chemistry] 
etenol,"ethenol, vinyl alcohol",m,organic compound] 
eteochipriota,Eteocypriot,m,
eterizar,to etherize,v,
eternal,eternal,adj,
eternalismo,eternalism,m,
eternamente,eternally,adv,
eternidad,eternity,f,
eternizar,"to eternalize; to last for ever, last an age, drag on",vt/vr, 
eternizarse,reflexive of eternizar,v,
eterno,eternal,adj,
ethnographique,ethnographic,adj,
eticidad,ethical behaviour,f,
etilación,ethylation,f,organic chemistry] 
etilbenceno,ethylbenzene,m,organic compound] 
etilenglicol,ethylene glycol,m,organic compound] 
etileno,"ethylene, ethene",m,organic compound] 
etilfeniléter,"ethyl phenyl ether, phenetole",m,organic compound] 
etilo,ethyl,m,organic chemistry] 
etilvinilacetato,ethylene-vinyl acetate,m,
etimologista,etymologist (person who specialises in etymology),mf,
etimologizar,to etymologize,v,
etimología,etymology,f,
etimológicamente,etymologically,adv,
etimológico,etymological,adj,
etimóloga,feminine noun of etimólogo,f,
etimólogo,etymologist (person who specialises in etymology),m,
etinilestradiol,ethinylestradiol,m,
etino,ethyne,m,organic chemistry] 
etiología,etiology,m,medicine] 
etiológico,aetiologic,adj,
etiopatogenia,etiopathogenesis,f,
etiopatogénico,etiopathogenic,adj,
etiqueta,label; sticker (an adhesive label or decal),f/f, 
etiquetación,labeling; tagging,f,
etiquetaje,labeling; labelling,m,
etiquetar,to label; to tag (someone) on social media,v/v, 
etiópico,Ethiopian,adj,
etmoidal,ethmoidal,adj,
etmoide,ethmoid bone,m,skeleton] 
etnarca,ethnarch,f,
etnia,ethnic group,f,
etnicidad,ethnicity,f,
etnicismo,ethnicism,m,
etno-,ethno-,prefix,
etnobotánica,ethnobotany; (female) ethnobotanist,f/f, 
etnobotánico,ethnobotanical; ethnobotanist,adj/m, 
etnocentrismo,ethnocentrism,m,
etnocentrista,ethnocentrist; ethnocentrist,adj/mf, 
etnocidio,ethnocide,m,
etnocultural,ethnocultural,adj,
etnografía,ethnography,f,
etnográfico,ethnographic,adj,
etnogénesis,ethnogenesis,f,
etnohistoria,ethnohistory,f,
etnohistórico,ethnohistorical,adj,
etnolecto,ethnolect,m,
etnolingüístico,ethnolinguistic,adj,
etnología,ethnology,f,
etnológicamente,ethnologically,adv,
etnológico,ethnological,adj,
etnomusicología,ethnomusicology,f,
etnomusicólogo,ethnomusicologist,m,
etnonacionalista,ethnonationalist,mf,
etnopolítico,ethnopolitical,adj,
etnosocialista,etnosociological,adj,
etnógrafa,feminine noun of etnógrafo,f,
etnógrafo,ethnographer,m,
etnóloga,feminine noun of etnólogo,f,
etnólogo,ethnologist,m,
etnónimo,ethnonym,m,
etolia,feminine noun of etolio,f,
etolio,Aetolian; Aetolian,adj/m, 
etología,ethology,f,
etológico,ethologic,adj,
etopeya,ethopoeia,f,
etoxilar,to ethoxylate,v,
etrel,ethrel,m,
etrusco,Etruscan; Etruscan (language),adj/m, 
etáreo,age,adj,
etéreo,ethereal; otherworldly,adj,
etílico,"ethyl (attributive), ethylic",adj,organic chemistry] 
etíope,Ethiopian; Ethiopian,adj/mf, 
etóloga,feminine noun of etólogo,f,
etólogo,ethologist,m,
eucaliptal,eucalyptus plantation,m,
eucalipto,eucalyptus,m,
eucarionte,eukaryotic; eukaryote,adj/m, biology] 
eucariota,eukaryote,f,biology] 
eucaristía,Eucharist,f,Christianity] 
eucariótica,feminine noun of eucariótico,f,
eucariótico,eukaryotic,adj,
eucarístico,eucharistic,adj,
eucatástrofe,eucatastrophe,f,
euclidiano,Euclidean,adj,
euclídeo,Euclidean,adj,
eucromatina,euchromatin,f,
eudicotiledónea,eudicotyledon,f,
eudista,Eudist,mf,
eufemismo,euphemism,m,
eufemísticamente,euphemistically,adv,
eufemístico,euphemistic,adj,
eufonía,euphony,f,
euforbio,"euphorbia, spurge",m,
euforbiáceo,euphorbiaceous,adj,
euforia,euphoria,f,
euforizante,euphoria-producing; euphoric; euphoria-producing substance,adj/m, 
euforía,"euphoria, bliss",f,
eufónico,euphonic,adj,
eufóricamente,euphorically,adv,
eufórico,euphoric,adj,
eugenesia,eugenics,f,
eugenol,eugenol,m,organic compound] 
eugenésico,eugenic,adj,
euglena,euglena,f,
euglenoideo,euglenoid,m,biology] 
euglenozoo,euglenozoan,m,biology] 
euleriano,Eulerian,adj,
eumelanina,eumelanin,f,
eunuco,eunuch,m,
euploidía,euploidy,f,
eupolipoide,eupolypod,m,
eurasiático,Eurasian; Eurasian,adj/m, 
eureka,eureka,interj,
euribor,Euribor,m,
eurillo,diminutive of euro,m,
euriptérido,eurypterid,m,
eurito,diminutive of euro,m,
euro,euro (currency),m,
euro-,"Euro- (forms words relating to Europe); Euro- (forms words relating to European Union); relating to Eurovision (e.g. eurovisivo, eurofan eurodrama)",prefix/prefix/prefix,  Spain] 
euroafricano,Euro-African,adj,
euroasiático,Eurasian,adj,
eurobono,Eurobond,m,
eurocentrismo,Eurocentrism,m,
eurocomunismo,Eurocommunism (philosophy),m,
eurocomunista,"Eurocommunist, Eurocommunistic; Eurocommunist",adj/mf, 
euroconector,"SCART, Euroconector",m,
eurocéntrico,Eurocentric,adj,
eurodance,Eurodance,m,
eurodiputada,feminine noun of eurodiputado,f,
eurodiputado,MEP (Member of the European Parliament),m,politics] 
eurodrama,A drama related to Eurovision (Eurovision Song Contest),m,Spain] 
eurodólar,eurodollar,m,
euroescepticismo,Euroscepticism,m,
euroescéptico,Eurosceptic; Eurosceptic,adj/m, 
eurofan,A fan of Eurovision (Eurovision Song Contest),mf,
eurofobia,Europhobia,f,
eurogrupo,Eurogroup,m,
eurolingüística,Eurolinguistics,f,
euromonederos,euro starter kit,m,
euroorden,EAW; European Arrest Warrant,f,
europarlamentaria,feminine noun of europarlamentario,f,
europarlamentario,europarliamentary; MEP (Member of the European Parliament),adj/m, politics] 
europeidad,Europeanness,f,
europeización,Europeanization,f,
europeizador,Europeanising,adj,
europeizante,Europeanising,adj,
europeizar,to Europeanize,v,
europeo,European,adj,
europeísmo,Europeanism,m,
europeísta,Europeanist,mf,
europio,europium,m,
europop,Europop,m,
eurosiberiano,Euro-Siberian,adj,
eurovisivo,Eurovision (attributive),adj,
eurozona,Eurozone,prop} {f,
euríbor,Euribor,m,
euscaldunizar,alternative spelling of euskaldunizar,v,
euscaldún,Basque speaker; Basque-speaking; Basque,m/adj/adj,  
euskalduna,feminine noun of euskaldún,f,
euskaldunización,the process of making something Basque,f,
euskaldunizar,"to Basquify, to make Basque",v,
euskaldún,Basque; Basque speaker,adj/m, 
euskara,alternative spelling of euskera,m,
euskera,"Basque, of the Basque language; the Basque language",adj/m, 
euskérico,Basque; originating from the Basque language,adj,
